customer_id,contract_type,monthly_charges,tenure,total_charges,Churn,charge_change_proxy,tickets_last_7_days,tickets_last_30_days,tickets_last_90_days,complaint_ticket,negative_ratio,sentiment_score_mean,ticket_type_count_billing,ticket_type_count_complaint,ticket_type_count_general,ticket_type_count_service_request,ticket_type_count_technical,mean_days_between_tickets
9172-ANCRX,Month-to-month,98.7,10,973.25,Yes,1.375,1.0,3.0,9.0,1.0,0.4444444444444444,-0.1111111111111111,0.0,7.0,1.0,1.0,0.0,10.499999999976852
6650-VJONK,Month-to-month,43.85,1,43.85,No,0.0,0.0,1.0,3.0,0.0,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,0.0,28.50000000001158
2178-PMGCJ,Month-to-month,69.7,22,1490.4,No,1.9545454545454533,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,27.99999999997685
7492-TAFJD,Two year,38.55,7,280.0,No,-1.4500000000000028,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2773-MADBQ,Two year,53.1,36,1901.25,No,0.2875000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6016-LVTJQ,Month-to-month,20.65,34,716.4,No,-0.4205882352941188,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7860-KSUGX,Two year,64.45,72,4720.0,No,-1.1055555555555543,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.999999999965278
8966-KZXXA,Two year,25.1,36,930.95,No,-0.7597222222222229,0.0,1.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,1.0,0.0,1.0,0.0,1.0,20.50000000001736
6910-HADCM,Month-to-month,76.35,1,76.35,Yes,0.0,0.0,2.0,4.0,1.0,0.75,-0.75,1.0,2.0,0.0,1.0,0.0,6.666666666678239
4816-LXZYW,Month-to-month,79.15,23,1676.95,Yes,6.239130434782609,1.0,3.0,9.0,1.0,0.5555555555555556,-0.4444444444444444,1.0,7.0,0.0,1.0,0.0,10.375000000021702
9606-PBKBQ,Month-to-month,85.0,32,2642.05,Yes,2.4359374999999943,1.0,1.0,5.0,1.0,0.6,-0.4,0.0,3.0,0.0,1.0,1.0,20.50000000001736
5149-QYTTU,One year,95.15,71,6770.85,No,-0.21408450704225856,0.0,2.0,3.0,0.0,0.6666666666666666,-0.6666666666666666,1.0,0.0,0.0,2.0,0.0,30.50000000002315
2070-XYMFH,Month-to-month,79.35,23,1835.3,No,-0.44565217391304657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085-BOJKI,One year,96.65,17,1588.25,No,3.2235294117647157,1.0,2.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.0,12.000000000011575
0817-HSUSE,Month-to-month,75.5,1,75.5,No,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,15.000000000034722
5442-PPTJY,Two year,19.7,12,258.35,No,-1.8291666666666693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1927-QEWMY,Two year,20.5,72,1502.25,No,-0.36458333333333215,0.0,1.0,3.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,22.99999999997685
1663-MHLHE,Month-to-month,19.2,1,19.2,No,0.0,0.0,1.0,3.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,27.49999999998842
5663-QBGIS,Two year,98.35,72,6929.4,No,2.1083333333333343,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,15.999999999988423
4450-MDZFX,Month-to-month,74.35,60,4453.3,No,0.1283333333333303,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,30.00000000002893
6701-DHKWQ,Two year,51.35,61,3244.4,No,-1.836885245901641,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.00000000003472
7554-AKDQF,Month-to-month,45.65,6,323.45,No,-8.258333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536-IQCTX,Month-to-month,85.3,32,2661.1,Yes,2.140625,0.0,2.0,4.0,1.0,0.75,-0.75,1.0,2.0,0.0,0.0,1.0,16.33333333332562
4911-BANWH,Month-to-month,86.55,31,2697.4,Yes,-0.46290322580645693,0.0,1.0,5.0,1.0,0.6,-0.2,0.0,1.0,1.0,2.0,1.0,13.24999999999421
8496-EJAUI,Month-to-month,73.85,19,1424.5,Yes,-1.1236842105263207,0.0,1.0,5.0,1.0,0.6,-0.4,1.0,4.0,0.0,0.0,0.0,16.00000000002604
0794-YVSGE,Two year,20.3,72,1401.15,No,0.8395833333333336,1.0,2.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,23.00000000001736
5423-BHIXO,Month-to-month,54.2,32,1739.6,No,-0.16249999999999432,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6908-VVYHM,Month-to-month,90.65,65,5931.0,No,-0.5961538461538396,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,22.49999999998264
2959-EEXWB,Month-to-month,50.9,45,2333.85,No,-0.9633333333333312,0.0,0.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,0.0,0.0,1.0,1.0,1.0,16.999999999988425
1839-UMACK,One year,25.05,42,949.85,No,2.43452380952381,0.0,1.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,36.00000000002315
3030-YDNRM,Month-to-month,74.85,8,572.45,No,3.2937499999999886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7321-KKSDU,Two year,20.5,32,696.8,No,-1.2749999999999986,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,2.0,0.0,31.500000000017366
3402-XRIUO,Month-to-month,63.55,22,1381.8,No,0.7409090909090921,1.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,10.999999999976852
3132-TVFDZ,Month-to-month,44.85,57,2572.95,Yes,-0.28947368421052033,1.0,2.0,8.0,1.0,0.25,0.375,1.0,3.0,2.0,0.0,2.0,11.428571428564815
8286-AFUYI,Month-to-month,47.95,1,47.95,No,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1.0,36.99999999997685
8080-DDEMJ,Month-to-month,45.1,1,45.1,Yes,0.0,0.0,1.0,8.0,1.0,0.625,-0.625,0.0,6.0,1.0,1.0,0.0,6.285714285719246
8356-WUAOJ,Month-to-month,45.0,1,45.0,No,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,1.0,0.0,1.0,0.0,0.0,2.000000000034722
6365-MTGZX,Month-to-month,96.0,24,2122.45,Yes,7.564583333333346,0.0,1.0,10.0,1.0,0.9,-0.9,0.0,5.0,1.0,2.0,2.0,7.888888888899178
1349-WXNGG,Month-to-month,20.05,1,20.05,Yes,0.0,1.0,4.0,7.0,1.0,0.7142857142857143,-0.5714285714285714,1.0,3.0,1.0,1.0,1.0,11.833333333350694
8058-DMYRU,Month-to-month,90.05,54,4931.8,No,-1.279629629629639,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,27.99999999996528
9350-ZXYJC,Two year,25.3,4,116.95,No,-3.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6990-YNRIO,Two year,108.65,65,6937.95,Yes,1.9123076923077065,0.0,3.0,4.0,1.0,0.5,-0.25,1.0,2.0,0.0,0.0,1.0,25.333333333341052
8958-JPTRR,One year,24.3,56,1261.7,No,1.7696428571428555,0.0,0.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,1.0,0.0,0.0,1.0,1.0,11.500000000017362
6959-GQEGV,Month-to-month,75.95,45,3273.8,No,3.198888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173-WSSUE,Two year,19.7,71,1415.85,No,-0.24154929577464657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265-HVPZB,One year,66.4,59,3958.2,No,-0.6881355932203235,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,1.0,0.0,23.000000000034724
4115-UMJFQ,One year,35.75,69,2492.25,No,-0.36956521739130466,1.0,1.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,70.00000000002315
7369-TRPFD,One year,18.8,19,279.2,No,4.105263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098-KFQEC,Two year,19.4,55,1083.0,No,-0.2909090909090928,1.0,2.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,0.0,0.0,1.0,1.0,1.0,36.499999999982634
7190-XHTWJ,One year,19.3,38,755.5,No,-0.5815789473684205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0621-TWIEM,Month-to-month,45.55,10,402.6,Yes,5.289999999999992,2.0,3.0,10.0,1.0,0.5,-0.2,0.0,7.0,1.0,0.0,2.0,9.66666666667824
3537-RYBHH,Month-to-month,67.45,47,3252.0,No,-1.741489361702122,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2485-ITVKB,Month-to-month,35.1,2,68.75,Yes,0.7250000000000014,0.0,1.0,4.0,1.0,0.75,-0.5,0.0,2.0,1.0,1.0,0.0,24.333333333341052
3669-OYSJI,Month-to-month,46.2,1,46.2,Yes,0.0,1.0,3.0,7.0,1.0,0.8571428571428571,-0.7142857142857143,1.0,3.0,1.0,2.0,0.0,6.499999999996143
1612-EOHDH,Month-to-month,45.15,1,45.15,Yes,0.0,0.0,2.0,8.0,1.0,0.5,-0.25,1.0,3.0,1.0,1.0,2.0,9.857142857149473
6702-OHFWR,Month-to-month,43.3,1,43.3,Yes,0.0,0.0,0.0,4.0,1.0,0.75,-0.5,0.0,3.0,1.0,0.0,0.0,9.333333333325617
5296-BFCYD,Two year,20.1,46,936.85,No,-0.26630434782608603,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,48.99999999996528
4510-PYUSH,Month-to-month,57.15,38,2250.65,Yes,-2.0776315789473756,0.0,1.0,4.0,1.0,0.5,-0.5,1.0,2.0,1.0,0.0,0.0,14.666666666658951
9359-JANWS,Two year,58.9,65,3857.1,No,-0.4399999999999977,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7517-SAWMO,Month-to-month,73.2,19,1441.1,Yes,-2.6473684210526187,2.0,2.0,5.0,1.0,0.4,0.2,0.0,2.0,0.0,2.0,1.0,16.000000000020254
4143-HHPMK,Month-to-month,85.35,52,4338.6,Yes,1.9153846153845961,0.0,1.0,9.0,1.0,0.7777777777777778,-0.6666666666666666,2.0,5.0,1.0,1.0,0.0,8.499999999992767
3279-DYZQM,Two year,19.45,71,1378.45,No,0.0352112676056322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7054-LGEQW,Month-to-month,45.95,1,45.95,Yes,0.0,0.0,3.0,10.0,1.0,0.3,0.0,3.0,4.0,1.0,1.0,1.0,7.222222222205503
0523-VNGTF,Month-to-month,50.5,52,2566.3,No,1.1480769230769212,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
9575-IWCAZ,One year,25.1,6,171.0,No,-3.3999999999999986,0.0,2.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.0,1.0,13.499999999988425
7105-MXJLL,One year,60.7,26,1597.4,No,-0.7384615384615358,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7064-FRRSW,One year,99.0,48,4744.35,No,0.15937499999999716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7940-UQQUG,One year,104.4,64,6721.6,No,-0.625,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,27.50000000001158
0923-PNFUB,Month-to-month,83.75,3,247.25,Yes,1.3333333333333286,1.0,4.0,7.0,1.0,0.7142857142857143,-0.42857142857142855,1.0,4.0,0.0,2.0,0.0,12.66666666667824
3961-SXAXY,Month-to-month,44.05,1,44.05,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7010-BRBUU,Two year,24.1,72,1734.65,No,0.0076388888888878625,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.000000000017361
3566-HJGPK,Month-to-month,45.55,1,45.55,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3062-ICYZQ,Month-to-month,93.8,51,4539.35,No,4.79313725490195,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9938-PRCVK,Two year,19.7,41,804.25,No,0.08414634146341271,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0973-KYVNF,Two year,70.65,72,5011.15,No,1.05069444444446,0.0,0.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,2.999999999965278
5129-HHMZC,Two year,86.45,43,3574.5,No,3.3220930232558175,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,3.9999999999652776
9637-CDTKZ,Two year,114.1,72,8086.4,No,1.7888888888888914,1.0,1.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,42.000000000011575
3946-JEWRQ,One year,95.2,47,4563.0,No,-1.8851063829787194,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,37.00000000002315
7873-CVMAW,Two year,88.55,72,6362.35,No,0.18402777777777146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0463-WZZKO,Month-to-month,20.75,3,67.1,No,-1.6166666666666636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494-JCHRQ,Month-to-month,70.05,1,70.05,Yes,0.0,0.0,1.0,6.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,2.0,13.40000000000463
6474-FVJLC,Month-to-month,86.0,2,165.45,Yes,3.2750000000000057,0.0,0.0,5.0,1.0,0.2,0.2,0.0,3.0,1.0,0.0,1.0,6.999999999994213
4524-QCSSM,Month-to-month,44.65,26,1156.55,No,0.16730769230769482,0.0,2.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,10.499999999982638
5832-EXGTT,Month-to-month,60.2,29,1834.15,No,-3.0465517241379345,0.0,1.0,2.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,46.00000000003472
8840-DQLGN,Month-to-month,100.5,35,3653.35,Yes,-3.8814285714285717,0.0,1.0,5.0,1.0,0.6,-0.2,1.0,2.0,0.0,0.0,2.0,8.750000000005786
2039-JONDJ,One year,55.45,27,1477.65,No,0.7222222222222214,0.0,0.0,3.0,1.0,0.3333333333333333,-0.3333333333333333,0.0,1.0,0.0,1.0,1.0,10.499999999982638
7217-JYHOQ,Month-to-month,70.3,24,1706.45,No,-0.8020833333333428,0.0,1.0,2.0,1.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,64.00000000003472
6695-FRVEC,Two year,60.4,67,3953.7,No,1.389552238805969,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,31.99999999996528
4547-LYTDD,Month-to-month,72.65,16,1194.3,Yes,-1.9937499999999915,0.0,4.0,6.0,1.0,0.5,-0.3333333333333333,1.0,4.0,1.0,0.0,0.0,11.200000000018518
9894-QMIMJ,One year,55.8,23,1327.85,No,-1.9326086956521706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8069-YQQAJ,Month-to-month,31.1,14,419.7,No,1.1214285714285737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6770-XUAGN,Month-to-month,21.0,1,21.0,Yes,0.0,1.0,2.0,6.0,1.0,0.8333333333333334,-0.6666666666666666,1.0,2.0,0.0,2.0,1.0,14.40000000000463
4193-ORFCL,Month-to-month,45.1,1,45.1,Yes,0.0,1.0,3.0,10.0,1.0,0.8,-0.6,2.0,5.0,0.0,1.0,2.0,5.22222222223251
1636-NTNCO,Month-to-month,50.95,4,207.35,No,-0.8874999999999957,0.0,0.0,3.0,1.0,0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0,0.0,1.0,26.49999999998842
3466-WAESX,Month-to-month,69.1,16,1083.7,No,1.3687499999999915,0.0,0.0,2.0,1.0,0.5,-0.5,0.0,1.0,0.0,1.0,0.0,17.99999999997685
9281-PKKZE,Month-to-month,43.95,46,2007.85,No,0.30108695652174333,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,2.000000000034722
3638-VBZTA,Two year,86.5,68,5882.75,No,-0.011029411764710062,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7459-IMVYU,Month-to-month,69.95,38,2657.55,No,0.014473684210528859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7776-QWNFX,Month-to-month,50.4,30,1527.5,Yes,-0.5166666666666657,0.0,3.0,10.0,1.0,0.8,-0.7,0.0,5.0,0.0,1.0,4.0,8.888888888886317
6689-TCZHQ,Month-to-month,78.95,5,378.4,Yes,3.2700000000000102,1.0,2.0,7.0,1.0,0.7142857142857143,-0.42857142857142855,0.0,5.0,0.0,0.0,2.0,13.333333333325617
8563-OYMQY,Month-to-month,90.95,17,1612.2,No,-3.8852941176470637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0754-EEBDC,Two year,19.9,4,76.65,No,0.7374999999999972,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,6.0000000000347224
5777-ZPQNC,One year,20.15,12,260.7,No,-1.5749999999999993,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1951-IEYXM,Two year,90.6,72,6441.85,No,1.1298611111110972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318-NMQXL,Month-to-month,92.0,3,266.8,No,3.066666666666663,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44.00000000003472
3143-ILDAL,Month-to-month,94.45,56,5124.6,Yes,2.9392857142857167,1.0,3.0,8.0,1.0,0.75,-0.5,0.0,3.0,1.0,2.0,2.0,10.857142857152777
1022-RKXDR,One year,24.85,41,962.25,No,1.380487804878051,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2361-FJWNO,One year,36.0,40,1382.9,No,1.4274999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272-UOINI,Month-to-month,78.5,7,571.05,No,-3.078571428571422,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.0,0.0,2.999999999965278
8232-UTFOZ,Two year,19.95,69,1399.35,No,-0.33043478260869463,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,1.0,0.0,20.999999999982638
3750-YHRYO,One year,20.65,7,150.0,No,-0.7785714285714285,0.0,0.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,17.999999999965276
6637-KYRCV,Month-to-month,30.5,5,167.2,No,-2.9399999999999977,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,34.99999999997685
5668-MEISB,Two year,106.1,72,7657.4,No,-0.25277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0129-QMPDR,One year,20.5,44,865.05,No,0.8397727272727273,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,1.0,17.000000000034724
7188-CBBBA,One year,95.5,65,6153.85,No,0.825384615384607,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5356-CSVSQ,Month-to-month,64.6,3,174.2,No,6.533333333333331,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3221-CJMSG,Month-to-month,51.1,24,1269.6,No,-1.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4720-VSTSI,Month-to-month,84.8,44,3862.55,Yes,-2.985227272727286,0.0,1.0,5.0,1.0,0.8,-0.8,1.0,1.0,1.0,2.0,0.0,14.999999999976852
3219-JQRSL,Two year,89.1,72,6352.4,No,0.87222222222222,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2801-NISEI,Month-to-month,54.95,24,1348.5,No,-1.2374999999999972,2.0,2.0,3.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,43.99999999998264
3946-MHCZW,Month-to-month,50.9,1,50.9,Yes,0.0,0.0,3.0,7.0,1.0,0.5714285714285714,-0.2857142857142857,3.0,3.0,1.0,0.0,0.0,9.999999999990354
4623-ZKHLY,Month-to-month,20.45,22,471.55,No,-0.9840909090909093,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6732-VAILE,Two year,85.95,70,5931.75,No,1.210714285714289,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8201-AAXCB,Month-to-month,60.35,25,1404.65,No,4.163999999999994,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,15.99999999998264
7696-CFTAT,Two year,19.8,37,726.1,No,0.1756756756756772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845-CSBRZ,Month-to-month,85.35,22,1961.6,No,-3.8136363636363626,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.9999999999652776
2123-VSCOT,Two year,72.1,59,4194.85,No,1.0008474576271027,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
6651-AZVTJ,Month-to-month,99.8,49,4872.45,Yes,0.3622448979591866,1.0,1.0,9.0,1.0,0.8888888888888888,-0.8888888888888888,1.0,3.0,1.0,3.0,1.0,10.499999999989873
4566-GOLUK,Month-to-month,107.35,47,5118.95,Yes,-1.5638297872340416,0.0,1.0,4.0,1.0,0.25,0.0,0.0,1.0,0.0,1.0,2.0,12.666666666685959
2484-DGXPZ,Month-to-month,19.55,31,658.95,Yes,-1.7064516129032263,0.0,1.0,5.0,1.0,0.6,-0.6,3.0,1.0,0.0,1.0,0.0,18.50000000000868
2018-QKYGT,Month-to-month,81.05,1,81.05,No,0.0,0.0,0.0,2.0,1.0,0.5,-0.5,1.0,1.0,0.0,0.0,0.0,5.0000000000347224
2792-VPPET,Month-to-month,20.5,3,76.95,No,-5.150000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7409-JURKQ,One year,111.8,53,5809.75,No,2.182075471698113,1.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37.49999999995949
3247-MHJKM,Month-to-month,20.2,1,20.2,No,0.0,1.0,2.0,2.0,0.0,0.5,-0.5,2.0,0.0,0.0,0.0,0.0,9.999999999965278
1964-SVLEA,One year,19.7,20,415.9,No,-1.0949999999999989,0.0,2.0,3.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,2.0,22.49999999998264
4587-NUKOX,Month-to-month,79.1,3,246.5,Yes,-3.066666666666677,0.0,2.0,5.0,1.0,0.4,-0.4,0.0,3.0,0.0,0.0,2.0,19.00000000000868
7297-DVYGA,One year,19.85,51,996.95,No,0.3019607843137244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239-CGBUZ,One year,60.5,51,3145.15,No,-1.169607843137257,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0854-UYHZD,Two year,19.55,13,265.3,No,-0.8576923076923073,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7243-LCGGZ,Month-to-month,20.9,1,20.9,No,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64.9999999999537
8267-KFGYD,Month-to-month,21.05,1,21.05,No,0.0,0.0,1.0,2.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,55.99999999997686
4890-VMUAV,One year,71.5,63,4576.3,No,-1.1396825396825392,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1.0,6.0000000000347224
9261-WDCAF,Month-to-month,54.65,3,189.1,No,-8.383333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3764-MNMOI,Two year,19.2,46,908.15,No,-0.5423913043478272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7442-YGZFK,Month-to-month,49.8,1,49.8,No,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,63.9999999999537
0420-BWTPW,Month-to-month,25.5,8,215.2,Yes,-1.3999999999999986,0.0,2.0,8.0,1.0,0.5,-0.5,1.0,4.0,1.0,2.0,0.0,10.99999999999008
8229-BUJHX,Two year,20.5,71,1500.95,No,-0.6401408450704231,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,9.999999999982638
7449-HVPIV,Month-to-month,90.4,55,5099.15,No,-2.3118181818181682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5504-WSIUR,One year,90.25,70,6385.95,No,-0.9778571428571468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8183-ONMXC,Month-to-month,80.75,2,159.45,Yes,1.0250000000000057,0.0,3.0,6.0,1.0,0.8333333333333334,-0.6666666666666666,0.0,3.0,2.0,1.0,0.0,5.2000000000300926
8466-PZBLH,Two year,104.6,67,6885.75,No,1.827611940298496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9614-RMGHA,Month-to-month,91.85,65,5940.85,Yes,0.4523076923076843,0.0,1.0,6.0,1.0,0.6666666666666666,-0.5,0.0,4.0,0.0,0.0,2.0,12.399999999990738
8735-IJJEG,Month-to-month,50.2,14,668.85,No,2.4250000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0564-MUUQK,Month-to-month,95.5,20,1916.2,No,-0.3100000000000023,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.999999999953704
5054-IEXZT,Month-to-month,75.35,1,75.35,Yes,0.0,1.0,5.0,8.0,1.0,0.625,-0.5,1.0,3.0,2.0,1.0,1.0,9.142857142852183
